show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description,day_added,month_added,year_added,duration_minutes,duration_tvshows,content_age
70101321,Movie,Naruto the Movie 2: Legend of the Stone of Gelel,Hirotsugu Kawasaki,Junko Takeuchi,Japan,2017-09-01,2005,NR,97 min,Action & Adventure,"While on a mission to return a missing pet, Naruto and two fellow ninjas are ambushed by brutal knights led by the enigmatic Temujin.",1,9,2017,97.0,0.0,20
70108386,Movie,Naruto the Movie 3: Guardians of the Crescent Moon Kingdom,Toshiyuki Tsuru,Junko Takeuchi,Japan,2017-09-01,2006,NR,95 min,Action & Adventure,"Exuberant ninja Naruto teams up with his pals Sakura and Kakashi to escort Prince Michiru and his son, Hikaru, to the Crescent Moon kingdom.",1,9,2017,95.0,0.0,19
70074559,Movie,Naruto the Movie: Ninja Clash in the Land of Snow,Tensai Okamura,Yuri Lowenthal,Japan,2017-09-01,2004,NR,83 min,Action & Adventure,"Naruto, Sasuke and Sakura learn they'll be protecting an actress from being hurt while making her next film, but it turns out she's a princess.",1,9,2017,83.0,0.0,21
80162197,Movie,Offline - Das leben ist kein bonuslevel,Florian Schnell,Moritz Jahn,Germany,2017-09-01,2016,TV-MA,89 min,Action & Adventure,Competitive gamer Jan finds his life thrown for a loop when his bitter rival hacks his identity just before a high-stakes tournament.,1,9,2017,89.0,0.0,9
80184055,Movie,Resurface,Josh Izenberg,No Cast,United States,2017-09-01,2017,TV-MA,28 min,Documentaries,A suicidal war veteran finds like-minded souls in a surf therapy program that helps traumatized soldiers heal while riding the waves.,1,9,2017,28.0,0.0,8
80160358,Movie,Rocco,Thierry Demaizière,Rocco Siffredi,France,2017-09-01,2016,TV-MA,103 min,Documentaries,Italian porn star Rocco Siffredi is showcased in this documentary that shadows the legendary performer during his final year in front of the camera.,1,9,2017,103.0,0.0,9
60034929,Movie,She's Gotta Have It,Spike Lee,Tracy Camilla Johns,United States,2017-09-01,1986,R,84 min,Classic Movies,"A free-spirited woman can't choose between a trio of ill-suited suitors: relationship-minded Jamie, shallow male model Greer and bike messenger Mars.",1,9,2017,84.0,0.0,39
80157134,Movie,Sohni Mahiwal,Latif Faiziyev,Zeenat Aman,India,2017-09-01,1984,TV-PG,160 min,Dramas,"After being violently separated from the woman he loves, a young man must disguise himself in order to keep meeting her.",1,9,2017,160.0,0.0,41
80141891,Movie,The Distinguished Citizen,Gastón Duprat,Oscar Martínez,Argentina,2017-09-01,2016,TV-MA,113 min,Comedies,"Worried he’s lost his artistic edge, a wealthy expat novelist returns to his backwater hometown in Argentina, where he’s regarded as a local hero.",1,9,2017,113.0,0.0,9
80183897,Movie,The Drowning,Bette Gordon,Josh Charles,United States,2017-09-01,2016,TV-MA,99 min,Thrillers,"Child psychologist Tom Seymour's testimony helped convict a boy of murder. Years later, their paths cross again, raising uncomfortable questions.",1,9,2017,99.0,0.0,9
80177834,Movie,The Guardian Brothers,Gary Wang,Edward Norton,China,2017-09-01,2016,TV-Y7-FV,86 min,Children & Family Movies,"When a Chinese family's soup shop is targeted for sabotage by a competitor, two guardians from the spirit world leave retirement to protect them.",1,9,2017,86.0,0.0,9
80121855,Movie,The Last Shaman,Raz Degan,James Freeman,United Kingdom,2017-09-01,2016,TV-MA,83 min,Documentaries,"In a last-ditch effort to prevent suicide, a clinically depressed young man travels to the Amazon to engage in an ancient hallucinatory ritual.",1,9,2017,83.0,0.0,9
80168028,Movie,The Lost Brother,Israel Adrián Caetano,Leonardo Sbaraglia,Argentina,2017-09-01,2017,TV-MA,113 min,Dramas,"While settling the affairs of his murdered mother and brother, a man partners with a local thug in a life insurance scam, putting him on a dark path.",1,9,2017,113.0,0.0,8
80200913,TV Show,Tip the Mouse,No Director,Alyson Leigh Rosenfeld,Germany,2017-09-01,2014,TV-Y,1 Season,Kids' TV,"In his tiny meadow village, curious little mouse Tip enjoys fun and adventure while learning about the world with his furry friends and family.",1,9,2017,0.0,1.0,11
80190990,Movie,Todo Sobre El Asado,Mariano Cohn,El Negro Álvarez,Argentina,2017-09-01,2016,TV-14,86 min,Documentaries,"This quirky examination of Argentina's culture, customs and cuisine slices into the country's traditional barbecue – which is both meal and ritual.",1,9,2017,86.0,0.0,9
80173269,Movie,Who the F**k Is That Guy?,Drew Stone,Michael Alago,United States,2017-09-01,2017,TV-MA,78 min,Documentaries,"Take a ride through the life of record exec Michael Alago, a gay Puerto Rican New Yorker who signed a slew of musical acts, including Metallica.",1,9,2017,78.0,0.0,8
80106140,Movie,A Noble Intention,Joram Lürsen,Gijs Scholten van Aschat,Netherlands,2016-09-01,2015,NR,111 min,Dramas,"In 1888 Amsterdam, a headstrong violin maker finds himself immersed in peril and tragedy after challenging businessmen who threaten his community.",1,9,2016,111.0,0.0,10
80106137,Movie,Bon Bini Holland,Jelle de Jonge,Jandino Asporaat,Netherlands,2016-09-01,2015,TV-14,88 min,Comedies,"On the island of Curaçao, an amiable scam artist angers gangsters and flees to Holland, where his conscience is torn between a woman and a new scheme.",1,9,2016,88.0,0.0,10
80118873,TV Show,Conspiracy,No Director,Mark Bazeley,United Kingdom,2016-09-01,2015,TV-14,1 Season,British TV Shows,"Skeptics and others discuss widely held conspiracy theories involving aliens, government cover-ups, secret assassinations and other intrigues.",1,9,2016,0.0,1.0,10
70229514,TV Show,Dead Set,No Director,Jaime Winstone,United Kingdom,2016-09-01,2008,TV-MA,1 Season,British TV Shows,"While the housemates in the Big Brother house remain oblivious, fast-moving hordes of the undead decimate the studio compound.",1,9,2016,0.0,1.0,17
80114155,Movie,Dukhtar,Afia Nathaniel,Samiya Mumtaz,Pakistan,2016-09-01,2014,TV-14,93 min,Dramas,A young mother embarks on a desperate quest for freedom when she kidnaps her 10-year-old daughter to save her from a tribal marriage.,1,9,2016,93.0,0.0,11
70303288,TV Show,Easy Fortune Happy Life,No Director,Lan Cheng-lung,Taiwan,2016-09-01,2009,TV-14,1 Season,International TV Shows,"Years after a wealthy man is healed by a rural herbalist, fate lands him in the same hospital where the woman's granddaughter is treating patients.",1,9,2016,0.0,1.0,16
80118841,Movie,Figaro Pho,Luke Jurevicius,Luke Jurevicius,United Kingdom,2016-09-01,2008,TV-Y7,29 min,Children & Family Movies,Quirky little Figaro has a whole alphabet's worth of phobias. These wordless animated shorts follow his many fears from A to Z.,1,9,2016,29.0,0.0,17
80102579,Movie,Full Out,Sean Cisterna,Jennifer Beals,Canada,2016-09-01,2015,TV-PG,88 min,Children & Family Movies,"After a debilitating accident ends her Olympic dreams, gymnast Ariana Berlin finds recovery and hope in the world of hip-hop and college athletics.",1,9,2016,88.0,0.0,10
80111273,TV Show,Game Winning Hit,No Director,Lego Lee,Taiwan,2016-09-01,2009,TV-PG,1 Season,International TV Shows,An army deserter hiding out in a small coastal town becomes the coach of a youth baseball team and develops warm relationships in his new community.,1,9,2016,0.0,1.0,16
80097438,Movie,Holy Hell,Will Allen,No Cast,United States,2016-09-01,2016,NR,103 min,Documentaries,An ex-member charts his path from idealism to disenchantment in a California cult when alarming revelations about the group's leader come to light.,1,9,2016,103.0,0.0,9
80111710,TV Show,Lucky Days,No Director,Chris Wang,China,2016-09-01,2010,TV-14,1 Season,International TV Shows,"When laidback Ren, who is about to divorce his money-crazy wife, finds a time-traveling computer, he decides to use it to reboot his marriage.",1,9,2016,0.0,1.0,15
80114419,Movie,Off Course,Nacho G. Velilla,Yon González,Spain,2016-09-01,2015,TV-MA,107 min,Comedies,"Fed up with the uselessness of their degrees and swayed by a TV commercial, two Spaniards head to Berlin for work but find it not quite as advertised.",1,9,2016,107.0,0.0,10
80118888,Movie,Saudi Arabia Uncovered,No Director,No Cast,United Kingdom,2016-09-01,2016,TV-14,52 min,Documentaries,"Undercover cameras expose public floggings, executions and other brutality in Saudi Arabia, and introduce those risking their own lives for change.",1,9,2016,52.0,0.0,9
80128337,TV Show,Station Horizon,No Director,Bernard Yerlès,Switzerland,2016-09-01,2015,TV-MA,1 Season,International TV Shows,"Ex-con Joris returns to his Swiss hometown, a community obsessed with American culture and ideals, to start over and save his family's gas station.",1,9,2016,0.0,1.0,10
70303289,TV Show,The Fierce Wife,No Director,Sonia Sui,Taiwan,2016-09-01,2010,TV-14,1 Season,International TV Shows,Beautiful housewife Xie An Zhen seems to be living the perfect life but finds her world crumbling after learning that her husband is cheating on her.,1,9,2016,0.0,1.0,15
80111614,TV Show,The Womanizer,No Director,Lan Cheng-lung,China,2016-09-01,2010,TV-PG,1 Season,International TV Shows,Libertine He-jie finds himself torn between the lovely Amanda and fiery Xiao-qian. But now he faces a new problem: arrogant rival suitor Cheng-en.,1,9,2016,0.0,1.0,15
80111275,TV Show,The Year of Happiness and Love,No Director,Amber Kuo,Taiwan,2016-09-01,2009,TV-14,1 Season,International TV Shows,"Jiang Chen-bo is a loser without prospects for success, until a surprise promotion becomes the catalyst for his entire family's upturn in fortune.",1,9,2016,0.0,1.0,16
80103426,Movie,We Need to Talk,David Serrano,Hugo Silva,Spain,2016-09-01,2016,TV-MA,91 min,Comedies,"A happy woman's new love is going great, but she needs one thing: divorce papers from her depressed ex. To get them, trickery may be in order.",1,9,2016,91.0,0.0,9
80118889,TV Show,Witches: A Century of Murder,No Director,Suzannah Lipscomb,United Kingdom,2016-09-01,2015,TV-14,1 Season,British TV Shows,"Historian Suzannah Lipscomb investigates the witch hunts that plagued Britain in the 17th century, examining common myths about their origin.",1,9,2016,0.0,1.0,10
70278877,Movie,Iliza Shlesinger: War Paint,Jay Chapman,Iliza Shlesinger,United States,2013-09-01,2013,NR,75 min,Stand-Up Comedy,"""Last Comic Standing"" winner Iliza Shlesinger unleashes her acerbic, stream-of-conscious comedy on an unsuspecting audience in her hometown of Dallas.",1,9,2013,75.0,0.0,12
80244311,Movie,After,Jenny Gage,Josephine Langford,United States,2019-10-09,2019,PG-13,106 min,Dramas,"Wholesome college freshman Tessa Young thinks she knows what she wants out of life, until she crosses paths with complicated bad boy Hardin Scott.",9,10,2019,106.0,0.0,6
81183570,Movie,Home Is Where the Killer Is,Kaila York,Stacy Haiduk,United States,2019-10-09,2019,TV-14,87 min,Dramas,"Recovering from cancer, a young woman thinks she’s found a friend when she rents a room from a caring ex-doctor. But empathy soon becomes obsession.",9,10,2019,87.0,0.0,6
80216665,TV Show,Rhythm + Flow,No Director,Cardi B,United States,2019-10-09,2019,TV-MA,1 Season,Reality TV,"In this music competition show, judges Tip “T.I.” Harris, Cardi B and Chance the Rapper hit the streets to find the next rap superstar.",9,10,2019,0.0,1.0,6
81016328,Movie,Garuda Di Dadaku,Ifa Isfansyah,Emir Mahira,Indonesia,2018-10-09,2009,TV-PG,96 min,Children & Family Movies,"A determined boy will do anything to become a great soccer player, despite the wishes of his grandfather.",9,10,2018,96.0,0.0,16
80239503,Movie,Mo Amer: The Vagabond,Stan Lathan,Mo Amer,United States,2018-10-09,2018,TV-MA,57 min,Stand-Up Comedy,"Arab-American comedian Mo Amer recounts his life as a refugee comic, from traveling with the name Mohammed to his long path to citizenship.",9,10,2018,57.0,0.0,7
81016321,Movie,Surat Dari Praha,Angga Dwimas Sasongko,Tio Pakusadewo,Indonesia,2018-10-09,2016,TV-14,98 min,Dramas,"Hoping to fulfill her deceased mother's final wish, a young woman travels to Prague to deliver an old letter to a mysterious man.",9,10,2018,98.0,0.0,9
80031666,Movie,Winter on Fire: Ukraine's Fight for Freedom,Evgeny Afineevsky,No Cast,United Kingdom,2015-10-09,2015,NR,99 min,Documentaries,"Over 93 days in Ukraine, what started as peaceful student demonstrations became a violent revolution and full-fledged civil rights movement.",9,10,2015,99.0,0.0,10
80995737,Movie,Deon Cole: Cole Hearted,Ryan Polito,Deon Cole,United States,2019-10-08,2019,TV-MA,70 min,Stand-Up Comedy,"Embracing his belief that comedy is the last raw form of expression, Deon Cole explains the right time to thank Jesus and the wrong time to say ""welp.""",8,10,2019,70.0,0.0,6
81021976,Movie,The Spooky Tale of Captain Underpants Hack-a-ween,No Director,Nat Faxon,United States,2019-10-08,2019,TV-Y7,46 min,Children & Family Movies,"When Melvin tries to cancel Halloween, clever best friends Harold and George create their own spooky holiday – and it's a huge success!",8,10,2019,46.0,0.0,6
81020161,Movie,Pulang,Kabir Bhatia,Puteri Aishah,Malaysia,2018-10-08,2018,TV-14,119 min,Action & Adventure,"Thom tells her grandson about his grandfather, a sailor who left 61 years ago to seek his fortune, and asks him to find out what happened to her spouse.",8,10,2018,119.0,0.0,7
80025390,Movie,The Water Diviner,Russell Crowe,Russell Crowe,Australia,2019-10-07,2014,R,111 min,Dramas,"Years after the presumed death of his three sons in battle, a grieving farmer journeys to Turkey to find them and return them to their homeland.",7,10,2019,111.0,0.0,11
80196216,Movie,Chris Brown: Welcome to My Life,Andrew Sandler,Chris Brown,United States,2017-10-07,2017,TV-MA,80 min,Documentaries,"Featuring interviews, concert footage and behind-the-scenes access, this documentary delivers fans an all-access look at the life of Chris Brown.",7,10,2017,80.0,0.0,8
80091741,Movie,13TH,Ava DuVernay,No Cast,United States,2016-10-07,2016,TV-MA,101 min,Documentaries,"In this thought-provoking documentary, scholars, activists and politicians analyze the criminalization of African Americans and the U.S. prison boom.",7,10,2016,101.0,0.0,9
80115464,Movie,Russell Peters: Almost Famous,Dave Higby,Russell Peters,United States,2016-10-07,2016,TV-MA,73 min,Stand-Up Comedy,"The comic comes home to Toronto to sound off on cultural quirks, kids' furniture and bathroom visits, reveling in all things ridiculously human.",7,10,2016,73.0,0.0,9
80113144,TV Show,StoryBots Super Songs,No Director,Judy Greer,United States,2016-10-07,2016,TV-Y,1 Season,Kids' TV,"Characters from the popular StoryBots apps for early childhood education give musical lessons on math, science, history, behaviors, emotions and more.",7,10,2016,0.0,1.0,9
80041653,Movie,The Siege of Jadotville,Richie Smyth,Jamie Dornan,Ireland,2016-10-07,2016,TV-MA,108 min,Action & Adventure,"Besieged by overwhelming enemy forces, Irish soldiers on a U.N. peacekeeping mission in Africa valiantly defend their outpost in this true story.",7,10,2016,108.0,0.0,9
81016338,Movie,Love for Sale,Andibachtiar Yusuf,Gading Marten,Indonesia,2019-10-06,2018,TV-14,101 min,Dramas,"Richard accepts a bet that he can't find a companion to a friend's wedding, not knowing the dating app he's using includes a 45-day contract.",6,10,2019,101.0,0.0,7
81002592,Movie,Jackpot,Dustin Nguyen,Chi Tai,Vietnam,2018-10-06,2015,TV-14,92 min,Comedies,A lottery ticket salesperson faces an ethical dilemma after setting aside a soon-to-be winning ticket for a customer to pick up and pay for later.,6,10,2018,92.0,0.0,10
81017724,Movie,Seven in Heaven,Chris Eigeman,Travis Tope,United States,2018-10-06,2018,PG-13,94 min,Horror Movies,Two teenagers step into a secret closet and emerge in a terrifying alternate reality. They must find their way back before the door shuts forever.,6,10,2018,94.0,0.0,7
80174918,TV Show,ID-0,No Director,Kazuyuki Okitsu,Japan,2017-10-06,2017,TV-14,1 Season,Anime Series,"In the midst of a field exercise operating I-Machines, Alliance Academy student Maya Mikuri is thrown into an entirely different kind of adventure.",6,10,2017,0.0,1.0,8
80170301,Movie,Kung Fu Yoga,Stanley Tong,Jackie Chan,China,2017-10-06,2017,TV-PG,107 min,Action & Adventure,Two mismatched archaeologists battle a team of vicious mercenaries in a race to discover an ancient Tibetan treasure of unimaginable worth.,6,10,2017,107.0,0.0,8
80189623,Movie,The Death and Life of Marsha P. Johnson,David France,No Cast,United States,2017-10-06,2017,TV-MA,106 min,Documentaries,"As she fights the tide of violence against trans women, activist Victoria Cruz probes the suspicious 1992 death of her friend Marsha P. Johnson.",6,10,2017,106.0,0.0,8
80215730,TV Show,Legend Quest: Masters of Myth,No Director,Johnny Rose,Mexico,2019-10-05,2019,TV-Y7,1 Season,Kids' TV,"When mythical creatures come to life, it's up to Leo, Teodora, Don Andrés and Alebrije – super-secret monster hunters – to save the day.",5,10,2019,0.0,1.0,6
81161487,TV Show,My Country: The New Age,No Director,Yang Se-Jong,South Korea,2019-10-05,2019,TV-14,1 Season,International TV Shows,"At the end of the Goryeo period, there were those who led the charge to proclaim a new age – and the ordinary individuals who risked everything.",5,10,2019,0.0,1.0,6
81177367,Movie,Noblemen,Vandana Kataria,Ali Haji,India,2019-10-05,2019,TV-MA,109 min,Dramas,"When he lands the lead in his Christian school's production of ""The Merchant of Venice,"" a secretly gay student is bullied by wealthy upperclassmen.",5,10,2019,109.0,0.0,6
81016323,Movie,Cahaya Dari Timur Beta Maluku,Angga Dwimas Sasongko,Chicco Jerikho,Indonesia,2018-10-05,2014,TV-14,151 min,Dramas,"After witnessing a child’s death during a violent clash, a former soccer player launches a youth team to help local kids avoid further bloodshed.",5,10,2018,151.0,0.0,11
80198511,TV Show,Dancing Queen,No Director,"Justin ""Alyssa Edwards"" Johnson",No Country,2018-10-05,2018,TV-14,1 Season,Reality TV,Snatching trophies. Getting gorgeous. Turning it up. Alyssa Edwards rules the dance studio by day – and the drag world by night.,5,10,2018,0.0,1.0,7
81016318,Movie,Emma' (Mother),Riri Riza,Cut Mini Theo,Indonesia,2018-10-05,2016,TV-PG,74 min,Dramas,"In 1950s Makassar, the life of a devoted mother is upended when another woman enters her husband's life.",5,10,2018,74.0,0.0,9
80240840,TV Show,Empire Games,No Director,Jim O'Brien,Czech Republic,2018-10-05,2018,TV-14,1 Season,Docuseries,Interviews with scholars and dramatic reenactments bring to life the origins and history-making achievements of the world's greatest ancient empires.,5,10,2018,0.0,1.0,7
80191369,TV Show,LOST SONG,No Director,Konomi Suzuki,Japan,2018-10-05,2018,TV-14,1 Season,Anime Series,"War looms over the kingdom of Neunatia, where two young women are both burdened and blessed by the power of song.",5,10,2018,0.0,1.0,7
80242081,Movie,Malevolent,Olaf de Fleur,Florence Pugh,United Kingdom,2018-10-05,2018,TV-MA,89 min,Horror Movies,"A brother-sister team who fake paranormal encounters for cash get more than they bargained for when a job at a haunted estate turns very, very real.",5,10,2018,89.0,0.0,7
80168222,Movie,Private Life,Tamara Jenkins,Paul Giamatti,United States,2018-10-05,2018,R,124 min,Comedies,"Struggling to conceive, a couple in their 40s are almost out of options – until a sliver of hope arrives in the form of their visiting step-niece.",5,10,2018,124.0,0.0,7
80999063,Movie,Super Monsters Save Halloween,No Director,Elyse Maloway,No Country,2018-10-05,2018,TV-Y,25 min,Children & Family Movies,"The Super Monsters use their powers to get their neighbors in the Halloween spirit, then help a nervous friend see there's nothing to be afraid of.",5,10,2018,25.0,0.0,7
80220650,TV Show,YG Future Strategy Office,No Director,Seungri,South Korea,2018-10-05,2018,TV-MA,1 Season,International TV Shows,"K-pop star Seungri, BIGBANG's youngest member, tries to lead a team of bumbling staff at YG's Future Strategy Office in this mockumentary sitcom.",5,10,2018,0.0,1.0,7
80164032,Movie,A Plastic Ocean,No Director,Tanya Streeter,United Kingdom,2019-10-04,2016,TV-PG,100 min,Documentaries,"When he discovers the world's oceans brimming with plastic waste, a documentary filmmaker investigates the pollution's environmental impacts.",4,10,2019,100.0,0.0,9
81158574,Movie,Brother in Love,Onur Bilgetay,Cem Gelinoğlu,Turkey,2019-10-04,2019,TV-14,110 min,Comedies,"A robbery leaves a proprietor penniless before his wedding, but becoming a son-in-law to a second family might be the financial solution he needs.",4,10,2019,110.0,0.0,6
80237905,Movie,In the Tall Grass,Vincenzo Natali,Patrick Wilson,Canada,2019-10-04,2019,TV-MA,102 min,Horror Movies,"After hearing a boy's cry for help, a pregnant woman and her brother wade into a vast field of grass, only to discover there may be no way out.",4,10,2019,102.0,0.0,6
81132440,Movie,Kids on the Block,Tugçe Soysop,Selim Bayraktar,Turkey,2019-10-04,2019,TV-PG,102 min,Children & Family Movies,"When their fun in the park is threatened by a neighborhood nagger, a group of friends declares war to play freely on their turf.",4,10,2019,102.0,0.0,6
80117803,TV Show,Raising Dion,No Director,Alisha Wainwright,United States,2019-10-04,2019,TV-PG,1 Season,Kids' TV,A widowed mom sets out to solve the mystery surrounding her young son's emerging superpowers while keeping his extraordinary gifts under wraps.,4,10,2019,0.0,1.0,6
81021243,Movie,Super Monsters: Vida's First Halloween,Jacob Joice,Gigi Saul Guerrero,United States,2019-10-04,2019,TV-Y,24 min,Children & Family Movies,"The Super Monsters share their Halloween traditions with Vida, then get invited to a Día de los Muertos party in the Howlers' backyard.",4,10,2019,24.0,0.0,6
81004460,Movie,Compulsion,Craig Goodwill,Analeigh Tipton,United Kingdom,2018-10-04,2016,TV-MA,84 min,Dramas,"Lured to a majestic, remote villa by an old lover, an erotic novelist finds herself falling for a mysterious woman and descending into a moral abyss.",4,10,2018,84.0,0.0,9
81016330,Movie,The Dreamer,Riri Riza,Vikri Septiawan,Indonesia,2018-10-04,2009,TV-PG,121 min,Dramas,"A trio of friends struggles to make it through adolescence, all while hoping that bigger and better things await them.",4,10,2018,121.0,0.0,16
70105130,Movie,The Haunting of Molly Hartley,Mickey Liddell,Haley Bennett,United States,2018-10-04,2008,PG-13,85 min,Horror Movies,"A troubled teenage girl hopes to start fresh at a new school, but the horrifying truth about her past is destined to catch up with her.",4,10,2018,85.0,0.0,17
81010662,TV Show,Violet Evergarden: Special,No Director,Yui Ishikawa,Japan,2018-10-04,2018,TV-PG,1 Season,Anime Series,"Auto Memory Doll Violet Evergarden writes letters for people who can’t, learning about her war-torn country and her own hardened heart along the way.",4,10,2018,0.0,1.0,7
80141858,Movie,LEGO Jurassic World: The Indominus Escape,Michael D. Black,A.J. LoCascio,United States,2016-10-04,2016,TV-Y7,25 min,Children & Family Movies,The scientists of Jurassic World create a captivating and terrifying new creature that loves hot dogs. But what happens when the hot dogs run out?,4,10,2016,25.0,0.0,9
81084225,Movie,Grego Rossello: Disculpe las molestias,Juani Libonatti,Grego Rossello,Argentina,2019-10-31,2019,TV-MA,65 min,Stand-Up Comedy,"Argentine comedian Grego Rossello takes the stage in Buenos Aires to share his takes on modern stardom, airline dining, brotherly love and more.",31,10,2019,65.0,0.0,6
80203920,TV Show,Nowhere Man,DJ Chen,Alyssa Chia,Taiwan,2019-10-31,2019,TV-MA,1 Season,Crime TV Shows,"Two nefarious schemes taking place 10 years apart entangle a dauntless triad member, who must break out of prison to rescue a loved one.",31,10,2019,0.0,1.0,6
80242051,TV Show,Sleepless Society: Bedtime Wishes,No Director,Shahkrit Yamnarm,No Country,2019-10-31,2019,TV-MA,1 Season,Crime TV Shows,"During a holiday stay at a hotel resort, a flight attendant encounters a wealthy, mysterious man with two different personas.",31,10,2019,0.0,1.0,6
80199806,Movie,Gun City,Dani de la Torre,Luis Tosar,Spain,2018-10-31,2018,TV-MA,126 min,Dramas,"In 1921 Barcelona, amid unrest between anarchists and the police, a cop plays both sides to learn who stole army weapons that could ignite a civil war.",31,10,2018,126.0,0.0,7
80084834,Movie,Heneral Luna,Jerrold Tarog,John Arcilla,Philippines,2018-10-31,2015,R,118 min,Dramas,Flashbacks reveal Gen. Antonio Luna's tireless fight for Filipino independence from the U.S. and his leadership in the Philippine-American War in 1899.,31,10,2018,118.0,0.0,10
80208273,Movie,Judah Friedlander: America Is the Greatest Country in the United States,Judah Friedlander,Judah Friedlander,United States,2017-10-31,2017,TV-MA,84 min,Stand-Up Comedy,"Deadpan comic and self-proclaimed world champion Judah Friedlander performs over several nights in New York, explaining why America is No. 1.",31,10,2017,84.0,0.0,8
80145699,Movie,The B-Side: Elsa Dorfman's Portrait Photography,Errol Morris,Elsa Dorfman,United States,2017-10-31,2016,TV-MA,76 min,Documentaries,"Filmmaker Errol Morris probes the life, work and studio of his pal Elsa Dorfman, a Polaroid photographer who's shot luminaries and regular folk alike.",31,10,2017,76.0,0.0,9
80204927,TV Show,Zumbo's Just Desserts,No Director,Adriano Zumbo,Australia,2017-10-31,2016,TV-14,1 Season,International TV Shows,"Dessert wizard Adriano Zumbo looks for the next “Willy Wonka” in this tense competition that finds skilled amateurs competing for a $100,000 prize.",31,10,2017,0.0,1.0,9
70266684,Movie,Kristy,Oliver Blackburn,Haley Bennett,United States,2015-10-31,2013,NR,85 min,Horror Movies,"Opting to stay on campus over the Thanksgiving holiday, coed Justine and a handful of friends find their break violently disrupted by a sadistic gang.",31,10,2015,85.0,0.0,12
81166978,TV Show,"Bring It On, Ghost",Park Joon-hwa,Taecyeon,South Korea,2019-10-30,2016,TV-14,1 Season,International TV Shows,A college student with psychic abilities takes in an amnesiac ghost as his roommate – who ends up helping him hunt down spooky spirits.,30,10,2019,0.0,1.0,9
81177371,Movie,Mehandi Circus,Saravana Rajendran,Madhampatti Rangaraj,India,2019-10-30,2019,TV-14,126 min,Dramas,"In the early 1990s, the love between a cassette shop owner and a traveling circus performer challenges caste barriers and disapproving parents.",30,10,2019,126.0,0.0,6
81167029,TV Show,Tomorrow with You,No Director,Shin Mina,South Korea,2019-10-30,2017,TV-14,1 Season,International TV Shows,The head of a real estate firm with the ability to travel through time by taking the subway marries a photographer to try and change his future.,30,10,2019,0.0,1.0,8
81142594,TV Show,Tunnel,No Director,Todsapol Maisuk,No Country,2019-10-30,2019,TV-MA,1 Season,Crime TV Shows,A detective finds himself 30 years in the future and must solve a string of grisly crimes before he can return to the past.,30,10,2019,0.0,1.0,6
70067230,Movie,My Brother ... Nikhil,Onir,Juhi Chawla,India,2018-10-30,2005,TV-PG,116 min,Dramas,"After being diagnosed HIV-positive, a champion swimmer is disowned and harassed by all except his loving sister and loyal boyfriend.",30,10,2018,116.0,0.0,20
80207446,Movie,Shorgul,Jitendra Tiwari,Ashutosh Rana,India,2018-10-30,2016,TV-14,122 min,Dramas,A Hindu boy's feelings for a Muslim girl expose the tensions between their two communities and open the door to chaos and violence.,30,10,2018,122.0,0.0,9
80207447,Movie,Siddhant,Vivek Wagh,Vikram Gokhale,India,2018-10-30,2014,TV-G,105 min,Dramas,A principled mathematics teacher is shocked to discover that his grandson used unethical means to achieve academic success.,30,10,2018,105.0,0.0,11
80987753,TV Show,The Degenerates,No Director,Big Jay Oakerson,No Country,2018-10-30,2018,TV-MA,1 Season,Stand-Up Comedy & Talk Shows,Six stand-ups explore the coarse and salacious side of comedy in this series of half-hour specials. For mature audiences.,30,10,2018,0.0,1.0,7
81016324,Movie,The Jungle School,Riri Riza,Prisia Nasution,Indonesia,2018-10-30,2013,TV-PG,90 min,Dramas,An idealistic young woman travels to the jungles of Indonesia to teach literacy – and much more – to local children.,30,10,2018,90.0,0.0,12
80192097,Movie,SPF-18,Alex Israel,Carson Meyer,United States,2017-10-30,2017,PG-13,75 min,Dramas,The arrival of an enigmatic struggling musician in Malibu shakes the ground beneath the feet of a teenage girl and her surfer boyfriend.,30,10,2017,75.0,0.0,8
70185045,Movie,Forks Over Knives,Lee Fulkerson,No Cast,United States,2019-10-03,2011,PG,96 min,Documentaries,"According to the research of two food scientists, the popularity of processed foods has led to epidemic rates of obesity, diabetes and other diseases.",3,10,2019,96.0,0.0,14
80217066,TV Show,Seis Manos,No Director,Aislinn Derbez,United States,2019-10-03,2019,TV-MA,1 Season,Anime Series,"Orphans raised by a martial arts master are plunged into a mystery involving demonic powers, drug cartels, ancient rituals and blood sacrifice.",3,10,2019,0.0,1.0,6
70002129,Movie,Benji's Very Own Christmas Story,Joe Camp,Ron Moody,United States,2018-10-03,1978,TV-G,25 min,Children & Family Movies,"While on a press tour, Benji goes behind the scenes of Santa's workshop. But Santa has a devastating secret, so it's up to Benji to save Christmas.",3,10,2018,25.0,0.0,47
80191963,Movie,The Black Prince,Kavi Raz,Satinder Sartaaj,United Kingdom,2018-10-03,2017,PG-13,121 min,Dramas,"After being exiled to England as a child, a Punjabi prince struggles to return to his homeland and his Sikh faith in this historical drama.",3,10,2018,121.0,0.0,8
80218099,Movie,Truth or Dare,Nick Simon,Cassandra Scerbo,United States,2018-10-03,2017,TV-MA,88 min,Horror Movies,"A game of ""Truth or Dare"" among college friends on spring break turns deadly when a demon seems determined to use it to kill them all.",3,10,2018,88.0,0.0,8
